"name","icono","range","tags","description"
"Muro Prismático","abjuracion.png",9,"[Rango 9][Abjuración]","Creas un muro multicolor a un máximo
de 24 metros de ti. El muro bloquea toda
línea de visión, puede tener una longitud
de hasta 36 metros, un grosor máximo
de 3 centímetros y dura 10 minutos.
El muro emite luz resplandeciente con
un alcance de 40 metros y luz tenue
otros 40 metros más. Las criaturas que
designes y tú, podéis traspasar el muro
sin problemas, pero si lo hace cualquier
otra criatura se ve afectada por una de
las siguientes capas, que debe superar
en orden:
1. Rojo. La criatura sufre 10d6
puntos de daño de fuego, o la
mitad si supera una salvación de
Reflejos. Mientras esta capa esté en
su lugar, los ataques a distancia no
mágicos no pueden pasar a través
del muro. Esta capa se destruye al
recibir al menos 25 puntos de daño
de escarcha.
2. Naranja. La criatura sufre 10d6
puntos de daño de fuego, o la
mitad si supera una salvación de
Reflejos. Mientras esta capa esté
en su lugar, los ataques a distancia
mágicos no pueden pasar a través
del muro. Esta capa se destruye
con un viento fuerte.
3. Amarillo. La criatura sufre 10d6
puntos de daño de rayo, o la mitad
si supera una salvación de Reflejos.
Esta capa se destruye al recibir al
menos 60 puntos de daño místico.
4. Verde. La criatura sufre 10d6
puntos de daño de veneno, o la
mitad si supera una salvación de
Reflejos. Un conjuro de Pasadizo o
cualquier otro conjuro o efecto de
igual o mayor rango que sea capaz
de abrir un portal en una superficie
sólida destruirá esta capa.
5. Azul. La criatura sufre 10d6 puntos de daño de escarcha, o la mitad
si supera una salvación de Reflejos.
Esta capa se destruye al recibir al
menos 25 puntos de daño de fuego.
6. Índigo. La criatura queda en
estado [Frenado] durante 1 minuto,
si no supera una salvación de
Reflejos. Tras 1 minuto en estado
[Frenado] debe realizar una salvación de Fortaleza. Si no la supera,
se convierte en piedra y queda en
estado [Petrificado]. Mientras esta
capa está activa, los conjuros no
pueden atravesarla. La capa es destruida por la luz resplandeciente del
conjuro Luz del Día o un conjuro
similar, de nivel igual o superior.
7. Violeta. La criatura queda en estado [Cegado] durante 1 minuto, si no
supera una salvación de Reflejos.
Tras 1 minuto en estado [Cegado]
debe realizar una salvación de Voluntad. Si no la supera, la criatura
es transportada a otro mundo. Esta
capa es destruida por un conjuro
de Disipar Magia o similar, de nivel
igual o superior.
Para destruir el muro debe eliminarse
una capa cada vez, desde la roja a la
violeta. Las diferentes capas solo se
pueden destruir de la forma en la que
se especifica.
"
"Nube Aniquiladora","conjuracion.png",5,"[Rango 5][Conjuración][Concentración]","Creas una esfera de gases venenosos
de 8 metros de radio centrada en un
punto a un máximo de 48 metros de ti.
La nube dura 10 minutos o hasta que
un fuerte viento lo disipe. El espacio
que ocupa la nube se considera bajo la
clave [Sin Visibilidad] y provocará que cada criatura que entre o comience su
turno dentro de ella deba realizar una
salvación de Fortaleza para evitar que
las toxinas corrompan su piel. Si falla la
salvación, recibirá 5d8 puntos de daño
de veneno, mientras que si la supera,
solamente la mitad.
<br><br><b>Potenciación</b>. Incrementas el daño sufrido por permanecer dentro de la nube
en 1d8 por cada rango que aumentes.
"
"Nube Apestosa","conjuracion.png",3,"[Rango 3][Conjuración][Concentración]","Creas una esfera de un gas hediondo
amarillo que se extiende en un radio de
8 metros desde un punto que escojas a
un máximo de 36 metros de ti. El área
adquiere la clave [Sin Visibilidad] y cada
criatura en su interior perderá su turno
vomitando por el veneno si no supera
una salvación de Fortaleza. Las criaturas
que no necesitan respirar o son inmunes
a los venenos superan automáticamente
la salvación. El conjuro se dispersa
tras 1 minuto, tras 4 asaltos si hay
viento moderado o tras 1 asalto si hay
viento fuerte.
"
"Nube Brumosa","conjuracion.png",1,"[Rango 1][Conjuración][Concentración]","Creas una nube de 8 metros de radio
centrada en un punto a un máximo de
48 metros de ti. La nube se extiende alrededor de las esquinas y forma un área
con la clave [Sin Visibilidad]. El conjuro
finaliza tras 1 hora o cuando un viento
de velocidad moderada o superior disperse la nube.
<br><br><b>Potenciación</b>. Amplías el radio de la
nube en 4 metros por cada rango que
aumentes.
"
"Nube Incendiaria","conjuracion.png",8,"[Rango 8][Conjuración][Concentración]","Escoges un punto a 60 metros de ti.
En un radio de 8 metros desde ese
punto, emerge una nube de humo con
ascuas al rojo vivo, formando un área
[Sin Visibilidad].
Además, todas las criaturas que se encuentren en el área reciben 10d8 puntos
de daño de fuego, o la mitad si superan
una salvación de Reflejos. También
sufren daño las criaturas que entren en
la nube o que finalicen su turno en ella.
Al comienzo de cada uno de tus turnos,
la nube se mueve 4 metros en la dirección que elijas.
El conjuro finaliza tras 1 hora o cuando
un viento de velocidad moderada o
superior disperse la nube.
"
"Ojo Arcano","adivinacion.png",4,"[Rango 4][Adivinación][Concentración]","Creas en tu mano un ojo mágico
[Invisible] que flota en el aire durante 1
hora. El ojo posee visión en la oscuridad
de 12 metros y te transmite mentalmente la información visual que capta.
Empleando una acción, puedes mover el
ojo hasta 12 metros en cualquier dirección. Una barrera sólida puede bloquear
su movimiento, pero el ojo puede pasar
a través de cualquier agujero de al menos
3 cm de diámetro.
"
"Onda Atronadora","evocacion.png",1,"[Rango 1][Evocación]","Una onda de choque atronadora originada en ti y con un radio de 2 metros,
genera un trueno audible en 120 metros
a la redonda. Cada criatura dentro del
área afectada debe realizar una salvación
de Fortaleza. Si falla, sufre 2d8 puntos
de daño de trueno y es empujada a 4
metros de ti. Si tiene éxito, tan solo sufre
la mitad del daño y no es empujada.
Cualquier objeto que no esté sujeto de
alguna forma y que esté en el área de
efecto se desplaza 4 metros.
<br><br><b>Potenciación</b>. Incrementas el daño 1d8
por cada rango que aumentes.
"
"Orbe Cromático","evocacion.png",1,"[Rango 1][Evocación]","Lanzas una esfera de energía a una
criatura que puedas ver y que no esté a
más de 36 metros de ti. Para ello, debes
escoger el tipo de orbe que deseas lanzar
—ácido, trueno, rayo, escarcha, fuego o
veneno—, y luego realizar un ataque de
conjuro a distancia contra el objetivo.
Si logras impactar, el objetivo sufre 3d8
puntos del daño correspondiente al tipo
de orbe elegido.
<br><br><b>Potenciación</b>. Incrementas el daño 1d8
por cada rango que aumentes.
"
"Orden","encantamiento.png",1,"[Rango 1][Encantamiento]","Pronuncias una orden de una palabra a
una criatura visible dentro de un alcance
de 24 metros. La criatura debe superar
una salvación de Voluntad o emplear
su siguiente turno en cumplir la orden.
La criatura tiene ventaja en la salvación
si posee la clave [Feérico]. El conjuro no
tiene efecto si la criatura posee la clave
[Muerto Viviente], si no comprende tu
idioma, si lo que le has ordenado es
dañino para sí misma de forma directa o
si el objetivo no puede cumplir tu orden
en un asalto.
<br><br><b>Potenciación</b>. Eliges como objetivo a
una criatura adicional por cada rango
que aumentes.. Las criaturas deben estar
a un máximo de 12 metros del resto de
criaturas afectadas por el conjuro.
"
"Oscuridad","evocacion.png",2,"[Rango 2][Evocación][Concentración]","Escoges un punto de tu elección a un
máximo de 24 metros de ti y haces brotar un espacio de oscuridad máxima de
6 metros de radio durante 10 minutos.
Una criatura con visión en la oscuridad
no puede ver en este tipo de oscuridad,
y todas las fuentes de luz no mágicas se
apagan. Si una parte del área de Oscuridad se superpone con una luz creada
por un conjuro de rango 2 o inferior, el
conjuro que creó la luz se disipa.
"
"Palabra de Poder: Aturdir","encantamiento.png",8,"[Rango 8][Encantamiento]","Pronuncias una palabra imbuida con el
poder de abrumar la mente de una criatura visible a 24 metros de ti. La criatura
queda en estado [Aturdido].
Al final de cada uno de sus turnos,
la criatura puede eliminar el efecto
del conjuro superando una salvación
de Fortaleza.
Las criaturas de nivel 10 o superior son
inmunes a este conjuro.
"
"Palabra de Poder: Barrera","abjuracion.png",7,"[Rango 7][Abjuración][Diario]","Cuando te impacta un ataque o eres
objetivo de un conjuro pernicioso,
puedes emplear tu reacción para crear
una cúpula de fuerza mágica centrada en
ti y con un radio de 12 metros. Todas
las criaturas aliadas en el interior del área
obtienen resistencia a todos los tipos de
daño y ventaja en todas las salvaciones.
La barrera desaparece al inicio de tu
próximo turno.
"
"Palabra de Poder: Matar","encantamiento.png",9,"[Rango 9][Encantamiento][Diario]","Pronuncias una palabra imbuida con el
poder de obligar a una criatura a morir
al instante. La criatura debe ser visible y
estar a un máximo de 24 metros de ti.
Las criaturas de nivel 10 o superior son
inmunes a este conjuro.
"
"Palabra de Regreso","conjuracion.png",6,"[Rango 6][Conjuración]","Puedes lanzar este conjuro en una
localización segura dedicada a tu deidad.
Este lugar puede ser un templo o una
localización con una fuerte energía de
tu diosa. Desde ese momento, cada vez que vuelvas a lanzar este conjuro puedes
teleportar a cinco criaturas voluntarias
que estén a un máximo de 2 metros de ti
y a ti mismo hasta ese lugar seguro.
"
"Palabra Divina","evocacion.png",7,"[Rango 7][Evocación][Diario]","Empleas una acción bonus para pronunciar una palabra imbuida con el poder
de la creación. Puedes elegir las criaturas
que desees siempre y cuando estén a un
máximo de 12 metros de ti. Cada una
de estas criaturas deben superar una
salvación de Voluntad o sufrir uno de
los siguientes efectos, en función de
su nivel.
• Nivel 6 o superior. La criatura
queda en estado [Ensordecido] durante 1 minuto.
• Nivel 4 o 5. La criatura queda
en estado [Cegado] y [Ensordecido]
durante 10 minutos.
• Nivel 3. La criatura queda en estado
[Aturdido], [Cegado] y [Ensordecido]
durante 1 hora.
• Nivel inferior a 3. La criatura
muere instantáneamente.
Todas las criaturas con las claves
[Celestial], [Elemental], [Infernal] o [Feérico]
que fallen la tirada son expulsadas a su
mundo natal y no pueden volver al mundo del que fueron expulsadas durante 24
horas, salvo como parte del efecto de un
conjuro de Deseo.
"
"Palabra Sanadora","evocacion.png",1,"[Rango 1][Evocación]","Empleas una acción bonus para sanar
1d4 + tu modificador de atributo para el
lanzamiento de conjuros a una criatura
que puedas ver y que no esté a más de 24
metros de ti. Si la criatura tiene la clave
[Muerto Viviente], recibe daño de luz
en lugar de sanación. Este conjuro no
tiene efecto sobre criaturas con la clave
[Constructo].
<br><br><b>Potenciación</b>. Incrementas la cantidad
sanada 1d4 por cada rango que aumentes.
"
"Palabra Sanadora de Masas","evocacion.png",3,"[Rango 3][Evocación]","Empleas una acción bonus en pronunciar unas palabras reconfortantes que
sanan 1d4 + tu modificador de atributo
para el lanzamiento de conjuros a un
máximo de seis criaturas de tu elección
que puedas ver y no se encuentren a más
de 24 metros de ti. Este conjuro no tiene
efecto sobre criaturas con las claves
[Constructo] o [Muerto Viviente].
<br><br><b>Potenciación</b>. Incrementas la cantidad
sanada 1d4 por cada rango que aumentes.
"
"Pasadizo","transmutacion.png",5,"[Rango 5][Transmutación]","Escoges una pared que puedas ver a un
máximo de 12 metros de ti y que esté
compuesta por madera, yeso o piedra.
Puedes realizar un pasadizo en esa pared
de hasta 2 metros de anchura, 3 metros
de altura y 8 metros de profundidad. El
pasadizo no produce inestabilidad en
la estructura que lo rodee y desaparece
tras una hora, expulsando de forma
segura hacia el espacio desocupado más
cercano a todas las criaturas que permanezcan en su interior.
"
"Paso Brumoso","conjuracion.png",2,"[Rango 2][Conjuración]","Empleando una acción bonus, te rodeas
brevemente por una bruma plateada
que te teleporta a un máximo de 12
metros hasta un espacio descubierto que
puedas ver.
"
"Paso Etéreo","transmutacion.png",7,"[Rango 7][Transmutación]","Cruzas el velo desde el Equilibrio hasta
el Reflejo. Durante 8 horas solo puedes
interactuar con las criaturas del Reflejo
y puedes moverte a diferentes alturas
empleando el doble de movimiento del
que quieras recorrer. Debido a que el Equilibrio y el Reflejo
son mundos superpuestos, ves y oyes
claramente lo que sucede en el Equilibrio en un radio de 24 metros.
Puedes finalizar el conjuro cuando
desees. Cuando esto sucede, regresas inmediatamente al Equilibrio, apareciendo
en el lugar equivalente al que ocupabas
en el Reflejo.
"
"Pauta Hipnótica","ilusion.png",3,"[Rango 3][Ilusión][Concentración]","Creas una sinuosa pauta de colores que
serpentean en el aire en un cubo de
12 metros de lado a un máximo de 48
metros de ti. La pauta aparece por un
momento y luego se desvanece. Cada
criatura en el área que vea la pauta debe
realizar una salvación de Voluntad. En
una tirada fallida, la criatura queda en
estado [Encantado] durante 1 minuto.
Mientras esté afectada por este conjuro,
la criatura está también bajo la clave
[Incapacitado] y su velocidad se reduce a 0.
El conjuro finaliza para una criatura
afectada cuando esta sufre cualquier
daño o cuando alguien usa una acción
para sacudir a la criatura y sacarlo de
su estupor.
"
"Pesadilla","ilusion.png",9,"[Rango 9][Ilusión][Concentración]","Escoge un punto visible a 48 metros
de ti. Cada criatura en un radio de 12
metros de ese punto debe superar una
salvación de Voluntad.
Las criaturas que no superen esta
salvación sucumben a sus miedos y
quedan en estado [Asustado]. Mientras
se encuentren en este estado, deben superar una salvación de Voluntad al final
de cada uno de sus turnos o sufrir 4d10
puntos de daño psíquico.
Si una de estas salvaciones tiene éxito, el
efecto del conjuro se desvanece.
"
"Piel de Corteza","transmutacion.png",2,"[Rango 2][Transmutación][Concentración]","Tocas una criatura y vuelves su piel
rugosa como la corteza de un roble, haciendo que durante 1 hora la CA nunca
pueda ser menor de 16, independientemente del tipo de armadura que porte.
"
"Piel Pétrea","abjuracion.png",4,"[Rango 4][Abjuración][Concentración][Coste 1 pr]","Conviertes la carne de una criatura que
tocas en piel tan dura como la piedra.
Durante 1 hora, el objetivo tiene resistencia al daño contundente, perforante,
y cortante.
"
"Plaga de Insectos","conjuracion.png",5,"[Rango 5][Conjuración][Concentración]","Conjuras un enjambre de langostas
mordedoras en una esfera de 8 metros
de radio centrada en un punto a un
máximo de 120 metros de ti. El espacio
que ocupa la nube se considera bajo la
clave [Visibilidad Reducida] y provocará
que cada criatura que esté en su interior
cuando se lanza el conjuro, que entre
por primera vez o que finalice su turno
dentro de la esfera deba realizar una salvación de Fortaleza. Si falla la salvación,
recibirá 4d10 puntos de daño perforante, mientras que si la supera, solamente
la mitad.
<br><br><b>Potenciación</b>. Incrementas el daño sufrido por permanecer en la esfera 1d10
por cada rango que aumentes.
"
